audience,bias,message,source,author_position,author_state,author_gender,author_party,bias_neutral,bias_partisan,text_length
0,neutral,policy,facebook,Representative,Florida,F,Democrat,1,0,355
0,neutral,personal,facebook,Representative,Florida,F,Democrat,1,0,113
0,partisan,policy,facebook,Representative,Florida,F,Democrat,0,1,615
1,neutral,information,facebook,Representative,Florida,F,Democrat,1,0,426
0,neutral,other,facebook,Representative,Florida,F,Democrat,1,0,448
0,neutral,information,facebook,Representative,Florida,F,Democrat,1,0,86
0,neutral,policy,facebook,Representative,New York,F,Democrat,1,0,241
1,partisan,information,facebook,Representative,New York,F,Democrat,0,1,105
1,partisan,personal,facebook,Representative,New York,F,Democrat,0,1,184
1,partisan,policy,facebook,Representative,New York,F,Democrat,0,1,346
0,partisan,support,facebook,Representative,New York,F,Democrat,0,1,542
0,neutral,policy,facebook,Representative,New York,F,Democrat,1,0,650
0,neutral,support,facebook,Representative,Tennessee,M,Democrat,1,0,190
0,partisan,media,facebook,Representative,Tennessee,M,Democrat,0,1,167
1,neutral,personal,facebook,Representative,Tennessee,M,Democrat,1,0,60
0,neutral,support,facebook,Representative,Tennessee,M,Democrat,1,0,148
1,neutral,media,facebook,Representative,Tennessee,M,Democrat,1,0,63
1,neutral,information,facebook,Representative,Tennessee,M,Democrat,1,0,320
0,neutral,personal,facebook,Representative,Connecticut,M,Democrat,1,0,401
1,neutral,constituency,facebook,Representative,Connecticut,M,Democrat,1,0,759
0,neutral,personal,facebook,Representative,Connecticut,M,Democrat,1,0,128
0,neutral,personal,facebook,Representative,Connecticut,M,Democrat,1,0,258
1,neutral,personal,facebook,Representative,Connecticut,M,Democrat,1,0,298
0,neutral,information,facebook,Representative,Connecticut,M,Democrat,1,0,288
0,neutral,support,facebook,Representative,Connecticut,M,Democrat,1,0,401
0,neutral,policy,facebook,Senator,Pennsylvania,M,Democrat,1,0,409
0,neutral,personal,facebook,Senator,Pennsylvania,M,Democrat,1,0,182
0,partisan,policy,facebook,Senator,Pennsylvania,M,Democrat,0,1,824
0,neutral,personal,facebook,Senator,Pennsylvania,M,Democrat,1,0,132
1,partisan,policy,facebook,Senator,Pennsylvania,M,Democrat,0,1,689
1,neutral,information,facebook,Senator,Pennsylvania,M,Democrat,1,0,264
0,neutral,personal,facebook,Senator,Pennsylvania,M,Democrat,1,0,559
1,partisan,mobilization,facebook,Senator,Tennessee,M,Republican,0,1,1382
0,neutral,policy,facebook,Senator,Tennessee,M,Republican,1,0,150
0,neutral,policy,facebook,Senator,Tennessee,M,Republican,1,0,2221
1,partisan,support,facebook,Senator,Tennessee,M,Republican,0,1,909
0,neutral,support,facebook,Representative,Indiana,F,Democrat,1,0,234
0,neutral,policy,facebook,Representative,Indiana,F,Democrat,1,0,206
0,neutral,support,facebook,Representative,Indiana,F,Democrat,1,0,314
0,neutral,policy,facebook,Representative,Indiana,F,Democrat,1,0,360
0,neutral,support,facebook,Representative,Utah,M,Republican,1,0,104
0,neutral,policy,facebook,Representative,Utah,M,Republican,1,0,126
0,neutral,information,facebook,Representative,Utah,M,Republican,1,0,99
0,neutral,personal,facebook,Representative,Utah,M,Republican,1,0,122
0,neutral,information,facebook,Representative,Utah,M,Republican,1,0,330
0,neutral,personal,facebook,Representative,Utah,M,Republican,1,0,50
0,partisan,policy,facebook,Representative,Utah,M,Republican,0,1,103
0,partisan,policy,facebook,Representative,Utah,M,Republican,0,1,271
0,neutral,policy,facebook,Representative,Utah,M,Republican,1,0,128
0,partisan,support,facebook,Representative,Utah,M,Republican,0,1,506
0,neutral,personal,facebook,Representative,Utah,M,Republican,1,0,172
0,neutral,policy,facebook,Representative,Colorado,M,Republican,1,0,274
0,neutral,policy,facebook,Representative,Virginia,M,Democrat,1,0,47
0,neutral,support,facebook,Representative,California,F,Democrat,1,0,260
0,neutral,information,facebook,Representative,California,F,Democrat,1,0,216
0,neutral,support,facebook,Representative,California,F,Democrat,1,0,131
0,neutral,policy,facebook,Representative,California,F,Democrat,1,0,94
0,neutral,personal,facebook,Representative,Delaware,M,Democrat,1,0,266
0,neutral,support,facebook,Representative,Delaware,M,Democrat,1,0,141
0,neutral,personal,facebook,Representative,Delaware,M,Democrat,1,0,428
0,neutral,personal,facebook,Representative,Delaware,M,Democrat,1,0,78
0,partisan,policy,facebook,Representative,Delaware,M,Democrat,0,1,445
0,neutral,support,facebook,Representative,Delaware,M,Democrat,1,0,267
0,neutral,media,facebook,Representative,Delaware,M,Democrat,1,0,157
0,neutral,support,facebook,Representative,Rhode Island,M,Democrat,1,0,273
0,partisan,attack,facebook,Representative,Rhode Island,M,Democrat,0,1,200
1,partisan,policy,facebook,Representative,Rhode Island,M,Democrat,0,1,847
0,neutral,support,facebook,Representative,Rhode Island,M,Democrat,1,0,97
1,neutral,personal,facebook,Representative,Arkansas,M,Republican,1,0,111
1,neutral,constituency,facebook,Representative,Arkansas,M,Republican,1,0,106
1,neutral,media,facebook,Representative,Arkansas,M,Republican,1,0,126
0,neutral,personal,facebook,Representative,Arkansas,M,Republican,1,0,458
0,neutral,personal,facebook,Representative,Arkansas,M,Republican,1,0,115
0,partisan,policy,facebook,Representative,Arkansas,M,Republican,0,1,286
0,neutral,support,facebook,Representative,Arkansas,M,Republican,1,0,208
0,neutral,information,facebook,Representative,Arkansas,M,Republican,1,0,359
0,neutral,media,facebook,Representative,Arkansas,M,Republican,1,0,46
0,partisan,policy,facebook,Senator,Delaware,M,Democrat,0,1,278
0,neutral,support,facebook,Representative,Pennsylvania,M,Democrat,1,0,614
1,neutral,personal,facebook,Representative,Pennsylvania,M,Democrat,1,0,256
0,partisan,support,facebook,Representative,Pennsylvania,M,Democrat,0,1,430
0,neutral,media,facebook,Representative,Pennsylvania,M,Democrat,1,0,203
0,neutral,support,facebook,Representative,Pennsylvania,M,Democrat,1,0,296
0,neutral,support,facebook,Representative,Texas,M,Democrat,1,0,145
1,neutral,information,facebook,Representative,Texas,M,Democrat,1,0,603
0,neutral,personal,facebook,Representative,Texas,M,Democrat,1,0,39
1,neutral,personal,facebook,Representative,Texas,M,Democrat,1,0,55
0,neutral,policy,facebook,Representative,Texas,M,Democrat,1,0,55
0,partisan,policy,facebook,Representative,Texas,M,Democrat,0,1,183
0,neutral,policy,facebook,Representative,Texas,M,Democrat,1,0,301
0,neutral,support,facebook,Representative,New York,M,Republican,1,0,504
0,partisan,policy,facebook,Representative,New York,M,Republican,0,1,560
0,neutral,personal,facebook,Representative,New York,M,Republican,1,0,274
0,neutral,policy,facebook,Representative,New York,M,Republican,1,0,195
1,neutral,constituency,facebook,Representative,New York,M,Republican,1,0,126
1,neutral,information,facebook,Representative,New York,M,Republican,1,0,130
0,neutral,support,facebook,Representative,New York,M,Republican,1,0,269
0,neutral,personal,facebook,Representative,New York,M,Republican,1,0,122
0,neutral,personal,facebook,Representative,Georgia,M,Republican,1,0,23
0,partisan,information,facebook,Representative,Georgia,M,Republican,0,1,77
0,neutral,personal,facebook,Representative,Georgia,M,Republican,1,0,45
0,neutral,mobilization,facebook,Representative,Georgia,M,Republican,1,0,221
0,neutral,policy,facebook,Representative,Georgia,M,Republican,1,0,180
0,neutral,other,facebook,Representative,California,M,Republican,1,0,469
0,neutral,other,facebook,Representative,California,M,Republican,1,0,366
1,neutral,personal,facebook,Representative,California,M,Republican,1,0,112
0,neutral,other,facebook,Representative,California,M,Republican,1,0,19
0,neutral,other,facebook,Representative,California,M,Republican,1,0,85
0,neutral,other,facebook,Representative,California,M,Republican,1,0,109
0,neutral,other,facebook,Representative,California,M,Republican,1,0,44
0,neutral,other,facebook,Representative,Arkansas,M,Republican,1,0,109
0,neutral,mobilization,facebook,Representative,Arkansas,M,Republican,1,0,155
1,neutral,information,facebook,Representative,Arkansas,M,Republican,1,0,134
0,neutral,media,facebook,Representative,Arkansas,M,Republican,1,0,75
0,partisan,policy,facebook,Representative,Arkansas,M,Republican,0,1,430
0,neutral,support,facebook,Representative,Arkansas,M,Republican,1,0,111
1,neutral,information,facebook,Representative,Arkansas,M,Republican,1,0,131
0,neutral,media,facebook,Representative,Arkansas,M,Republican,1,0,207
0,neutral,policy,facebook,Representative,Arkansas,M,Republican,1,0,122
1,neutral,media,facebook,Representative,North Dakota,M,Republican,1,0,80
0,neutral,support,facebook,Representative,North Dakota,M,Republican,1,0,54
0,partisan,policy,facebook,Representative,North Dakota,M,Republican,0,1,339
0,neutral,personal,facebook,Representative,North Dakota,M,Republican,1,0,62
0,neutral,policy,facebook,Representative,California,M,Democrat,1,0,135
1,partisan,policy,facebook,Representative,California,M,Democrat,0,1,442
1,neutral,policy,facebook,Representative,California,M,Democrat,1,0,403
0,neutral,support,facebook,Representative,California,M,Democrat,1,0,139
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,573
0,neutral,policy,facebook,Representative,California,M,Democrat,1,0,127
1,neutral,information,facebook,Representative,California,M,Democrat,1,0,359
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,534
1,neutral,information,facebook,Representative,California,M,Democrat,1,0,101
1,neutral,information,facebook,Representative,California,M,Democrat,1,0,276
1,neutral,policy,facebook,Representative,California,M,Democrat,1,0,514
0,neutral,other,facebook,Representative,California,M,Democrat,1,0,300
0,partisan,policy,facebook,Representative,California,M,Democrat,0,1,640
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,57
0,neutral,support,facebook,Representative,California,M,Democrat,1,0,46
1,neutral,personal,facebook,Representative,California,M,Democrat,1,0,85
0,partisan,policy,facebook,Senator,Texas,M,Republican,0,1,373
0,partisan,attack,facebook,Senator,Texas,M,Republican,0,1,211
1,neutral,mobilization,facebook,Senator,Texas,M,Republican,1,0,134
0,neutral,support,facebook,Senator,Texas,M,Republican,1,0,69
0,partisan,policy,facebook,Senator,Texas,M,Republican,0,1,363
0,neutral,support,facebook,Senator,Texas,M,Republican,1,0,131
0,partisan,policy,facebook,Senator,Texas,M,Republican,0,1,116
0,neutral,policy,facebook,Senator,Texas,M,Republican,1,0,126
0,neutral,policy,facebook,Senator,Texas,M,Republican,1,0,98
0,neutral,support,facebook,Representative,Massachusetts,F,Democrat,1,0,217
0,neutral,policy,facebook,Representative,Massachusetts,F,Democrat,1,0,314
0,partisan,policy,facebook,Representative,Massachusetts,F,Democrat,0,1,221
0,partisan,policy,facebook,Representative,Illinois,M,Republican,0,1,1830
0,neutral,policy,facebook,Representative,Illinois,M,Republican,1,0,383
1,neutral,personal,facebook,Representative,Illinois,M,Republican,1,0,90
0,neutral,personal,facebook,Representative,Oregon,M,Democrat,1,0,389
0,neutral,personal,facebook,Representative,Oregon,M,Democrat,1,0,815
0,neutral,media,facebook,Representative,Oregon,M,Democrat,1,0,363
0,neutral,personal,facebook,Representative,Oregon,M,Democrat,1,0,595
0,partisan,policy,facebook,Representative,Colorado,F,Democrat,0,1,629
0,neutral,personal,facebook,Representative,Colorado,F,Democrat,1,0,71
0,partisan,policy,facebook,Representative,Colorado,F,Democrat,0,1,673
0,neutral,personal,facebook,Representative,Colorado,F,Democrat,1,0,199
0,neutral,policy,facebook,Representative,Connecticut,F,Democrat,1,0,151
0,partisan,policy,facebook,Representative,Connecticut,F,Democrat,0,1,114
0,partisan,policy,facebook,Representative,Connecticut,F,Democrat,0,1,105
0,neutral,support,facebook,Representative,Texas,M,Democrat,1,0,249
1,neutral,support,facebook,Representative,Texas,M,Democrat,1,0,346
0,neutral,personal,facebook,Representative,Texas,M,Democrat,1,0,151
0,neutral,support,facebook,Representative,Texas,M,Democrat,1,0,417
0,neutral,support,facebook,Representative,Pennsylvania,M,Democrat,1,0,398
1,neutral,information,facebook,Representative,Tennessee,M,Republican,1,0,454
0,neutral,personal,facebook,Representative,Tennessee,M,Republican,1,0,229
0,partisan,media,facebook,Senator,Illinois,M,Democrat,0,1,408
0,neutral,attack,facebook,Senator,Illinois,M,Democrat,1,0,346
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,203
0,neutral,policy,facebook,Representative,California,F,Democrat,1,0,105
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,1054
0,neutral,support,facebook,Representative,California,F,Democrat,1,0,107
0,neutral,support,facebook,Representative,California,F,Democrat,1,0,153
0,partisan,support,facebook,Representative,California,F,Democrat,0,1,48
0,partisan,policy,facebook,Representative,California,F,Democrat,0,1,124
0,partisan,policy,facebook,Representative,California,F,Democrat,0,1,252
0,neutral,support,facebook,Representative,Florida,M,Republican,1,0,85
0,neutral,support,facebook,Representative,Florida,M,Republican,1,0,103
0,neutral,personal,facebook,Representative,Florida,M,Republican,1,0,129
0,neutral,policy,facebook,Representative,Florida,M,Republican,1,0,422
0,neutral,personal,facebook,Representative,Florida,M,Republican,1,0,60
0,partisan,attack,facebook,Representative,Florida,M,Republican,0,1,121
0,neutral,information,facebook,Representative,Florida,M,Republican,1,0,175
1,neutral,personal,facebook,Representative,Pennsylvania,M,Democrat,1,0,172
0,neutral,personal,facebook,Representative,Pennsylvania,M,Democrat,1,0,95
0,partisan,attack,facebook,Representative,Pennsylvania,M,Democrat,0,1,594
1,neutral,constituency,facebook,Senator,Indiana,M,Democrat,1,0,233
0,neutral,personal,facebook,Senator,Indiana,M,Democrat,1,0,48
0,neutral,policy,facebook,Senator,Indiana,M,Democrat,1,0,173
1,neutral,support,facebook,Senator,Indiana,M,Democrat,1,0,205
1,partisan,policy,facebook,Representative,California,M,Republican,0,1,313
0,neutral,personal,facebook,Representative,California,M,Republican,1,0,1151
1,neutral,personal,facebook,Representative,California,M,Republican,1,0,155
1,partisan,mobilization,facebook,Representative,Wisconsin,M,Republican,0,1,222
0,neutral,information,facebook,Representative,Wisconsin,M,Republican,1,0,217
0,neutral,support,facebook,Representative,Wisconsin,M,Republican,1,0,43
0,partisan,policy,facebook,Representative,Wisconsin,M,Republican,0,1,207
0,partisan,personal,facebook,Representative,Wisconsin,M,Republican,0,1,59
1,neutral,constituency,facebook,Representative,Wisconsin,M,Republican,1,0,316
0,neutral,policy,facebook,Representative,Wisconsin,M,Republican,1,0,242
0,neutral,support,facebook,Representative,Wisconsin,M,Republican,1,0,192
0,neutral,support,facebook,Representative,Wisconsin,M,Republican,1,0,371
1,neutral,support,facebook,Representative,Wisconsin,M,Republican,1,0,150
0,neutral,support,facebook,Representative,South Carolina,M,Republican,1,0,1706
1,partisan,support,facebook,Representative,South Carolina,M,Republican,0,1,189
0,partisan,policy,facebook,Representative,South Carolina,M,Republican,0,1,880
0,neutral,support,facebook,Representative,South Carolina,M,Republican,1,0,358
0,neutral,policy,facebook,Representative,South Carolina,M,Republican,1,0,1357
1,partisan,policy,facebook,Representative,South Carolina,M,Republican,0,1,263
0,partisan,support,facebook,Representative,South Carolina,M,Republican,0,1,570
0,neutral,personal,facebook,Representative,South Carolina,M,Republican,1,0,70
0,neutral,policy,facebook,Representative,South Carolina,M,Republican,1,0,301
0,neutral,mobilization,facebook,Representative,South Carolina,M,Republican,1,0,150
1,neutral,personal,facebook,Representative,Tennessee,M,Republican,1,0,159
1,partisan,policy,facebook,Representative,Tennessee,M,Republican,0,1,402
1,neutral,personal,facebook,Representative,Tennessee,M,Republican,1,0,409
1,neutral,personal,facebook,Representative,Tennessee,M,Republican,1,0,490
1,neutral,policy,facebook,Representative,Tennessee,M,Republican,1,0,401
1,neutral,constituency,facebook,Representative,Washington,F,Democrat,1,0,141
0,partisan,policy,facebook,Representative,Washington,F,Democrat,0,1,139
1,neutral,information,facebook,Representative,Washington,F,Democrat,1,0,119
0,neutral,personal,facebook,Representative,Washington,F,Democrat,1,0,135
0,neutral,policy,facebook,Representative,Washington,F,Democrat,1,0,137
0,neutral,policy,facebook,Representative,Washington,F,Democrat,1,0,159
0,neutral,personal,facebook,Representative,Montana,M,Republican,1,0,161
0,neutral,support,facebook,Representative,Montana,M,Republican,1,0,363
0,neutral,personal,facebook,Representative,Montana,M,Republican,1,0,195
0,neutral,support,facebook,Representative,Illinois,M,Republican,1,0,237
0,partisan,policy,facebook,Representative,Illinois,M,Republican,0,1,262
0,neutral,personal,facebook,Representative,Illinois,M,Republican,1,0,166
1,neutral,policy,facebook,Representative,Illinois,M,Republican,1,0,266
0,neutral,policy,facebook,Representative,Illinois,M,Republican,1,0,525
1,neutral,policy,facebook,Representative,Illinois,M,Republican,1,0,169
0,neutral,information,facebook,Representative,Illinois,M,Republican,1,0,237
0,partisan,attack,facebook,Representative,Illinois,M,Republican,0,1,79
1,neutral,information,facebook,Representative,Illinois,M,Republican,1,0,73
1,neutral,constituency,facebook,Representative,Illinois,M,Republican,1,0,201
0,neutral,policy,facebook,Representative,Maryland,M,Democrat,1,0,341
0,neutral,attack,facebook,Representative,Maryland,M,Democrat,1,0,494
1,neutral,personal,facebook,Representative,Maryland,M,Democrat,1,0,238
1,neutral,personal,facebook,Representative,Maryland,M,Democrat,1,0,699
1,neutral,policy,facebook,Representative,Maryland,M,Democrat,1,0,555
0,partisan,policy,facebook,Representative,Maryland,M,Democrat,0,1,217
1,neutral,information,facebook,Representative,Maryland,M,Democrat,1,0,101
0,partisan,information,facebook,Representative,Maryland,M,Democrat,0,1,259
0,partisan,policy,facebook,Representative,Maryland,M,Democrat,0,1,187
0,neutral,policy,facebook,Representative,Florida,M,Republican,1,0,1249
0,partisan,attack,facebook,Representative,Florida,M,Republican,0,1,185
0,neutral,support,facebook,Representative,Florida,M,Republican,1,0,313
0,neutral,support,facebook,Representative,Florida,M,Republican,1,0,230
0,partisan,support,facebook,Representative,Florida,M,Republican,0,1,490
0,neutral,mobilization,facebook,Representative,Florida,M,Republican,1,0,315
0,partisan,personal,facebook,Representative,Florida,M,Republican,0,1,193
0,neutral,support,facebook,Representative,Illinois,F,Democrat,1,0,150
1,neutral,constituency,facebook,Representative,Illinois,F,Democrat,1,0,164
0,neutral,attack,facebook,Representative,Illinois,F,Democrat,1,0,259
0,neutral,personal,facebook,Representative,Illinois,F,Democrat,1,0,73
0,neutral,support,facebook,Representative,Illinois,F,Democrat,1,0,210
0,neutral,policy,facebook,Representative,Illinois,F,Democrat,1,0,424
1,neutral,constituency,facebook,Representative,Illinois,F,Democrat,1,0,183
0,partisan,support,facebook,Representative,New York,M,Democrat,0,1,90
0,neutral,information,facebook,Representative,California,F,Democrat,1,0,232
0,neutral,information,facebook,Representative,California,F,Democrat,1,0,397
0,neutral,personal,facebook,Representative,California,F,Democrat,1,0,147
1,neutral,media,facebook,Senator,Wyoming,M,Republican,1,0,292
0,neutral,support,facebook,Senator,Wyoming,M,Republican,1,0,225
1,neutral,policy,facebook,Senator,Wyoming,M,Republican,1,0,609
0,partisan,policy,facebook,Senator,Wyoming,M,Republican,0,1,507
0,neutral,policy,facebook,Senator,Wyoming,M,Republican,1,0,506
0,neutral,support,facebook,Representative,Minnesota,M,Democrat,1,0,304
0,partisan,policy,facebook,Representative,Minnesota,M,Democrat,0,1,464
1,neutral,personal,facebook,Representative,Minnesota,M,Democrat,1,0,337
0,neutral,support,facebook,Representative,Minnesota,M,Democrat,1,0,188
0,neutral,personal,facebook,Representative,North Carolina,F,Republican,1,0,39
0,partisan,policy,facebook,Representative,North Carolina,F,Republican,0,1,769
0,neutral,information,facebook,Representative,North Carolina,F,Republican,1,0,243
1,partisan,policy,facebook,Representative,North Carolina,F,Republican,0,1,266
0,neutral,information,facebook,Representative,North Carolina,F,Republican,1,0,135
0,partisan,policy,facebook,Representative,North Carolina,F,Republican,0,1,227
1,neutral,information,facebook,Representative,North Carolina,F,Republican,1,0,78
0,partisan,policy,facebook,Representative,North Carolina,F,Republican,0,1,102
1,partisan,policy,facebook,Representative,North Carolina,F,Republican,0,1,81
0,partisan,information,facebook,Representative,North Carolina,F,Republican,0,1,148
1,neutral,personal,facebook,Representative,North Carolina,F,Republican,1,0,319
0,partisan,personal,facebook,Representative,North Carolina,F,Republican,0,1,196
0,partisan,policy,facebook,Representative,North Carolina,F,Republican,0,1,177
0,neutral,policy,facebook,Representative,North Carolina,F,Republican,1,0,268
0,neutral,other,facebook,Representative,North Carolina,F,Republican,1,0,75
0,neutral,media,facebook,Representative,North Carolina,F,Republican,1,0,137
0,neutral,personal,facebook,Representative,Connecticut,F,Democrat,1,0,70
1,neutral,information,facebook,Representative,Connecticut,F,Democrat,1,0,492
0,neutral,support,facebook,Representative,Connecticut,F,Democrat,1,0,208
0,neutral,media,facebook,Representative,Connecticut,F,Democrat,1,0,52
0,neutral,support,facebook,Representative,Connecticut,F,Democrat,1,0,185
1,neutral,personal,facebook,Representative,Connecticut,F,Democrat,1,0,226
0,partisan,policy,facebook,Representative,Connecticut,F,Democrat,0,1,132
0,partisan,personal,facebook,Representative,Connecticut,F,Democrat,0,1,879
0,neutral,support,facebook,Representative,California,M,Democrat,1,0,1360
0,neutral,other,facebook,Representative,California,M,Democrat,1,0,235
0,neutral,personal,facebook,Representative,California,M,Democrat,1,0,456
0,neutral,support,facebook,Representative,California,M,Democrat,1,0,100
1,neutral,information,facebook,Representative,California,M,Democrat,1,0,600
0,neutral,support,facebook,Representative,California,M,Democrat,1,0,133
0,neutral,support,facebook,Representative,California,M,Democrat,1,0,263
0,neutral,policy,facebook,Representative,Pennsylvania,M,Democrat,1,0,306
1,partisan,support,facebook,Senator,California,F,Democrat,0,1,118
0,neutral,support,facebook,Senator,California,F,Democrat,1,0,285
0,partisan,information,facebook,Senator,California,F,Democrat,0,1,121
0,partisan,policy,facebook,Representative,New Jersey,M,Republican,0,1,418
0,partisan,policy,facebook,Senator,Arizona,M,Republican,0,1,361
0,neutral,information,facebook,Representative,Virginia,M,Republican,1,0,231
0,neutral,personal,facebook,Representative,Virginia,M,Republican,1,0,460
1,neutral,personal,facebook,Representative,Virginia,M,Republican,1,0,339
0,neutral,support,facebook,Representative,Virginia,M,Republican,1,0,200
0,neutral,personal,facebook,Representative,Virginia,M,Republican,1,0,109
0,neutral,mobilization,facebook,Representative,Virginia,M,Republican,1,0,88
0,partisan,information,facebook,Representative,Virginia,M,Republican,0,1,297
0,partisan,policy,facebook,Representative,Virginia,M,Republican,0,1,26
0,neutral,support,facebook,Representative,Virginia,M,Republican,1,0,246
0,partisan,policy,facebook,Representative,Virginia,M,Republican,0,1,484
0,neutral,media,facebook,Representative,Virginia,M,Republican,1,0,466
0,neutral,support,facebook,Representative,Virginia,M,Republican,1,0,240
0,neutral,media,facebook,Representative,Virginia,M,Republican,1,0,153
0,neutral,policy,facebook,Representative,Virginia,M,Republican,1,0,135
0,neutral,personal,facebook,Representative,Virginia,M,Republican,1,0,260
0,neutral,support,facebook,Representative,Virginia,M,Republican,1,0,293
0,neutral,support,facebook,Representative,Virginia,M,Republican,1,0,226
0,neutral,information,facebook,Representative,Virginia,M,Republican,1,0,318
0,neutral,media,facebook,Representative,Virginia,M,Republican,1,0,142
1,neutral,personal,facebook,Representative,Nebraska,M,Republican,1,0,185
0,neutral,information,facebook,Representative,Nebraska,M,Republican,1,0,401
0,neutral,other,facebook,Representative,North Carolina,F,Republican,1,0,105
0,partisan,policy,facebook,Representative,North Carolina,F,Republican,0,1,100
0,neutral,other,facebook,Representative,North Carolina,F,Republican,1,0,237
0,neutral,policy,facebook,Representative,North Carolina,F,Republican,1,0,216
0,neutral,other,facebook,Representative,North Carolina,F,Republican,1,0,118
0,neutral,other,facebook,Representative,North Carolina,F,Republican,1,0,382
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,120
1,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,102
0,neutral,support,facebook,Representative,Pennsylvania,M,Republican,1,0,452
1,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,114
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,208
0,partisan,policy,facebook,Representative,Pennsylvania,M,Republican,0,1,247
0,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,152
0,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,331
0,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,203
1,neutral,information,facebook,Representative,Pennsylvania,M,Republican,1,0,147
0,neutral,media,facebook,Representative,Pennsylvania,M,Republican,1,0,472
1,neutral,personal,facebook,Representative,Pennsylvania,M,Republican,1,0,275
1,neutral,support,facebook,Representative,Illinois,M,Democrat,1,0,146
0,neutral,policy,facebook,Representative,Illinois,M,Democrat,1,0,501
1,neutral,policy,facebook,Representative,Illinois,M,Democrat,1,0,302
0,neutral,information,facebook,Representative,Illinois,M,Democrat,1,0,139
0,partisan,policy,facebook,Representative,Illinois,M,Democrat,0,1,898
0,neutral,personal,facebook,Representative,Ohio,F,Democrat,1,0,586
1,neutral,personal,facebook,Representative,Ohio,F,Democrat,1,0,442
0,neutral,personal,facebook,Representative,Ohio,F,Democrat,1,0,226
0,partisan,constituency,facebook,Representative,Ohio,F,Democrat,0,1,641
0,neutral,information,facebook,Representative,Ohio,F,Democrat,1,0,999
0,partisan,media,facebook,Representative,Ohio,F,Democrat,0,1,140
0,partisan,policy,facebook,Representative,Ohio,F,Democrat,0,1,136
0,partisan,policy,facebook,Representative,Ohio,F,Democrat,0,1,267
0,neutral,support,facebook,Representative,Ohio,F,Democrat,1,0,123
1,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,135
0,partisan,personal,facebook,Representative,Louisiana,M,Republican,0,1,282
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,326
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,215
0,neutral,support,facebook,Representative,Louisiana,M,Republican,1,0,251
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,249
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,193
0,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,185
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,203
0,partisan,policy,facebook,Representative,Louisiana,M,Republican,0,1,433
0,neutral,personal,facebook,Representative,Louisiana,M,Republican,1,0,158
0,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,264
0,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,106
0,partisan,policy,facebook,Representative,Louisiana,M,Republican,0,1,123
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,86
0,neutral,personal,facebook,Representative,Louisiana,M,Republican,1,0,207
0,neutral,personal,facebook,Representative,Louisiana,M,Republican,1,0,201
0,neutral,personal,facebook,Representative,Louisiana,M,Republican,1,0,99
0,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,219
0,neutral,policy,facebook,Representative,Louisiana,M,Republican,1,0,322
0,partisan,personal,facebook,Representative,Louisiana,M,Republican,0,1,183
0,partisan,support,facebook,Representative,Louisiana,M,Republican,0,1,94
0,partisan,support,facebook,Representative,Louisiana,M,Republican,0,1,154
0,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,67
0,partisan,personal,facebook,Representative,Louisiana,M,Republican,0,1,69
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,453
0,partisan,support,facebook,Representative,Louisiana,M,Republican,0,1,395
1,neutral,constituency,facebook,Representative,Louisiana,M,Republican,1,0,48
0,neutral,personal,facebook,Representative,Louisiana,M,Republican,1,0,184
0,neutral,support,facebook,Representative,Louisiana,M,Republican,1,0,177
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,168
0,partisan,policy,facebook,Representative,Louisiana,M,Republican,0,1,145
0,partisan,policy,facebook,Representative,Louisiana,M,Republican,0,1,264
0,partisan,attack,facebook,Representative,Louisiana,M,Republican,0,1,226
0,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,167
1,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,27
0,neutral,policy,facebook,Representative,Louisiana,M,Republican,1,0,83
0,partisan,policy,facebook,Representative,Louisiana,M,Republican,0,1,238
0,neutral,information,facebook,Representative,Louisiana,M,Republican,1,0,55
